"","Katlengo_Contigs","Sample_1","Sample_2","Sample_3","Sample_4","Sample_5","Sample_6","Sample_7"
"80","1B45_contig_170",0,0,0,0,0,0,0
"81","1B45_contig_171",5.17689301052403e-06,1.90016263220517e-05,2.02049611463648e-06,0,7.84087389149548e-06,1.79748560164602e-06,2.51920471629384e-06
"82","1B45_contig_172",0,0,0,1.94316789648791e-06,0,0,0
"83","1B45_contig_173",0,0,4.04099222927297e-06,7.77267158595165e-06,0,0,0
"84","1B45_contig_174",0,0,0,0,0,0,0
"85","1B45_contig_175",5.17689301052403e-06,0,0,0,0,0,0
"86","1B45_contig_176",0.000207213821989078,0.000181989631802228,0.000226201954108807,0.000220521900700877,0.000277080863544227,0.000231103829398326,0.000193884303527864
"87","1B45_contig_177",0,5.42903609201478e-06,0,5.82950368946374e-06,0,0,0
"88","1B45_contig_178",0,0,0,0,0,0,0
"89","1B45_contig_179",2.58844650526201e-06,0,0,0,0,0,0
"90","1B45_contig_18",0.000415615984405297,0.000387480556237659,0.000378711676029705,0.000456695733935593,0.000882799996487327,0.0002119691386126,0.000128479440530986
"91","1B45_contig_180",0,0,0,1.94316789648791e-06,3.50117713951902e-06,0,0
"92","1B45_contig_181",2.58844650526201e-06,5.42903609201478e-06,0,1.94316789648791e-06,1.54482687492136e-05,0,2.51920471629384e-06
"93","1B45_contig_182",0,0,0,0,0,0,0
"94","1B45_contig_183",0,0,0,0,5.25176570927853e-06,0,0
"95","1B45_contig_184",0,0,0,0,1.75058856975951e-06,0,0
"96","1B45_contig_185",0,0,0,0,0,0,0
"97","1B45_contig_186",0,0,0,0,3.50117713951902e-06,0,0
"98","1B45_contig_187",5.17689301052403e-06,0,0,0,1.75058856975951e-06,0,0
"99","1B45_contig_188",0,0,0,0,0,0,0
"100","1B45_contig_189",0,0,0,0,0,0,0
"101","1B45_contig_19",0.000423794368822667,0.000489093497562723,0.00114513766430706,0.000956221738498252,0.00155969305731311,0.000408029231573647,0.000352688660281138
"102","1B45_contig_190",5.17689301052403e-06,2.71451804600739e-06,0,0,5.25176570927853e-06,0,0
"103","1B45_contig_191",0,8.14355413802217e-06,6.06148834390945e-06,3.88633579297582e-06,1.05035314185571e-05,1.07849136098761e-05,2.51920471629384e-06
"104","1B45_contig_192",0,0,0,0,0,0,0
"105","1B45_contig_193",0,0,0,3.88633579297582e-06,0,1.79748560164602e-06,0
"106","1B45_contig_194",0,0,0,0,0,0,0
"107","1B45_contig_195",5.17689301052403e-06,0,6.06148834390945e-06,0,1.40047085580761e-05,1.79748560164602e-06,0
"108","1B45_contig_196",0,0,0,0,1.75058856975951e-06,0,0
"109","1B45_contig_197",0,0,0,1.94316789648791e-06,3.50117713951902e-06,0,0
"110","1B45_contig_198",0,0,0,0,0,0,2.51920471629384e-06
"111","1B45_contig_199",0,0,0,0,0,0,0
"112","1B45_contig_2",0.00189507027255986,0.00282370268509169,0.00301440106253873,0.00266446724195583,0.00499787104252531,0.0022297119881793,0.00149145095130063
"113","1B45_contig_20",0.00037273629675773,0.000445180959545212,0.000312901934220772,0.000254554994439917,0.000966070468924853,0.000225237517433663,0.000193978763154626
"114","1B45_contig_200",0,0,2.02049611463648e-06,0,1.75058856975951e-06,1.79748560164602e-06,0
"115","1B45_contig_201",0,0,0,0,0,0,0
"116","1B45_contig_202",0.00012668860416045,0.000153570331921325,4.41692623586957e-05,6.88664151760669e-05,0.000122008934718943,0.000224685024008792,0.000118820805155376
"117","1B45_contig_203",0,0,0,1.96896048226991e-06,1.75058856975951e-06,0,0
"118","1B45_contig_204",0,0,0,0,0,0,0
"119","1B45_contig_205",0,0,0,0,6.18726692347568e-06,0,0
"120","1B45_contig_206",0,0,0,0,0,0,0
"121","1B45_contig_207",0,0,4.04099222927297e-06,0,3.50117713951902e-06,0,0
"122","1B45_contig_208",0,0,0,0,0,0,0
"123","1B45_contig_209",2.58844650526201e-06,0,0,1.94316789648791e-06,0,0,0
"124","1B45_contig_21",0.000367559403747206,0.000218268377134257,0.000353576143698914,0.000316704604937614,0.00124103770729572,0.000145596333733328,0.000110845007516929
"125","1B45_contig_210",0,0,0,3.06752299396351e-06,1.75058856975951e-06,0,2.51920471629384e-06
"126","1B45_contig_211",2.58844650526201e-06,0,0,1.94316789648791e-06,0,0,0
"127","1B45_contig_22",0.000880559400768702,0.000562901427660252,0.000472370487160172,0.000452216288957151,0.0011285522992415,0.000342404015063576,0.000384566196596758
"128","1B45_contig_23",0.000471640991235881,0.00041419990475914,0.00047102489562705,0.000398662043228146,0.00119388061578535,0.000598195723395847,0.000420707187621071
"129","1B45_contig_24",0.000595342696210263,0.000753655591611883,0.000860119568500796,0.000844059866326779,0.00142497909578424,0.000762568826496779,0.000531552195138
"130","1B45_contig_25",0.000401209208315612,0.000377318008395027,0.00040814021515657,0.00044449353327926,0.0010151714329041,0.000523068310078992,0.000419670333522614
"131","1B45_contig_26",0.000284729115578822,0.000268737286554732,0.000264684991017379,0.000308963695541578,0.00126567553593613,0.000195925930579416,0.000143594668828749
"132","1B45_contig_27",0.000898830658345596,0.00110271272271027,0.0010276708160026,0.000780619583253337,0.00152033276331055,0.000922204864071118,0.000749454086375662
"133","1B45_contig_28",0.000591816052555441,0.00055820120666208,0.00061073447445683,0.000550166824122084,0.00129583255630981,0.0007268402499273,0.000538399782315975
"134","1B45_contig_29",0.000432270566378756,0.000362406875691927,0.000416222199615116,0.000355599725057288,0.000939656366872506,0.000174356103359664,0.00019649796787092
"135","1B45_contig_3",0.000750220125215403,0.00094804820297146,0.00106289008332578,0.000973846405026403,0.0023802790712318,0.00057528221735067,0.000503840943258768
"136","1B45_contig_30",0.000252271435599139,0.000271451804600739,0.000212152092036831,0.000215368126879922,0.000808771919228894,0.000203115872986001,8.38623934506577e-05
"137","1B45_contig_31",0.000541859251127042,0.000292854863949348,0.000319973572235006,0.000206122370780236,0.000966875040802073,0.000159008213854388,9.32105745028721e-05
"138","1B45_contig_32",0.000384578240151182,0.000224443041606527,0.000150045928153853,0.000123621597654093,0.000521474951915139,0.00018221178064411,0.000123441031098398
"139","1B45_contig_33",0.000521416408904898,0.000522325832777933,0.000557002461859078,0.00050270294902145,0.00132521685561985,0.000542484260211227,0.00034765025084855
"140","1B45_contig_34",0.000254830048637137,0.000236163070002643,0.000234377549297832,0.000228615025531814,0.000606793399754704,0.000267825354645257,0.000171305920707981
"141","1B45_contig_35",0.000248490864505153,0.000338652428878581,0.000358949826998194,0.000326831343271845,0.000665025905325793,0.000182080972386907,0.000186421149005744
"142","1B45_contig_36",0.000201898827410437,0.000311975176946167,0.000292234418719896,0.00028714133000339,0.000645162891847782,0.000266311585022506,0.000189600038824803
"143","1B45_contig_37",0.00168453724850778,0.0021528098002372,0.00272394487480355,0.00267003920455434,0.00337907790900694,0.00285260805617579,0.00198883071793387
"144","1B45_contig_38",0.000223585851940126,0.000244306624140665,0.000220834998683898,0.000379067628645354,0.000581422199657462,0.000394777918950439,0.000186421149005744
"145","1B45_contig_39",9.83609671999565e-05,7.87210233342143e-05,8.68813329293688e-05,6.99540442735649e-05,0.000413138902463244,3.23547408296284e-05,1.00768188651754e-05
"146","1B45_contig_4",0.000962902099957469,0.000756511091234806,0.000774758806176607,0.000910699795090097,0.00211982194577598,0.000640004686569342,0.000440860825351422
"147","1B45_contig_40",0.000139776111284149,0.000127582348162347,0.000191106305996647,0.000234135439759089,0.000280094171161522,0.000198877357151489,9.32105745028721e-05
"148","1B45_contig_41",0.000468508817452425,0.000314884093336857,0.000219668151886895,0.000235123315475037,0.000588197759439195,0.000442181458004921,0.000309862180104142
"149","1B45_contig_42",0.000165278544277484,0.000287738912876783,0.000280081936041864,0.000157906993669889,0.000457875974780929,0.000130994433455427,8.44024365650157e-05
"150","1B45_contig_43",0.000163072129831507,0.000122153312070333,7.87993484708229e-05,0.00011117619381213,0.000481411856683865,0.000104254164895469,6.2980117907346e-05
"151","1B45_contig_44",0.000160483683326245,0.000105866203794288,9.29428212732783e-05,3.69201900332703e-05,0.000343115359672864,1.97723416181062e-05,1.25960235814692e-05
"152","1B45_contig_45",0.000831576266345631,0.000374076263396756,0.000417412235127836,0.000328944656691219,0.000779392986556754,0.000297908631073464,0.000226052234510495
"153","1B45_contig_46",0.000112306559463058,7.05774691961921e-05,6.1077825727256e-05,5.44087011016615e-05,0.000287671764168348,1.97723416181062e-05,1.25960235814692e-05
"154","1B45_contig_47",0.000134599218273625,0.000100437167702273,0.000178170273236001,0.000137943738054514,0.000306820648147857,2.51647984230443e-05,2.26728424466446e-05
"155","1B45_contig_48",0.00039862076181035,0.000705774691961921,0.00104405698355595,0.00121790022441829,0.0016274612490018,0.000577489180585858,0.000725530958292626
"156","1B45_contig_49",0.000100949413705219,0.000222590479772606,0.000215353653995263,0.00016711243909796,0.000514189810206901,0.00014020387692839,0.000125960235814692
"157","1B45_contig_5",0.000565408376644012,0.000591764934029611,0.000402472518056097,0.000427496937227341,0.00177559709780605,0.000455029929498101,0.000328272991678392
"158","1B45_contig_50",0.000170837469347293,2.71451804600739e-06,4.04099222927297e-06,1.94316789648791e-06,4.37647142439878e-05,1.79748560164602e-06,0
"159","1B45_contig_51",0.000125599854163845,1.90016263220517e-05,0.000113147782419643,0.000184600950166352,0.000244222734127833,6.29119960576108e-05,3.77880707444076e-05
"160","1B45_contig_52",0.000124245432252577,0.000225304997818613,0.000157598696941646,0.000143794424340106,0.000620810773230035,8.62793088790091e-05,7.80953462051091e-05
